Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1005:20 [1] 'on'(IDENTIFIER)
>>>ADVANCE 1005:22 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1005:23 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 1005:32 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1005:34 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 1005:42 [6] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1005:44 [7] 'capturing'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'capturing'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER capturing
>>>ADVANCE 1005:53 [8] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1006:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1006:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1006 12(CODE) method removeEventListener(eventName, callback)
    'method'(IDENTIFIER) 'removeEventListener'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1006:20 [1] 'removeEventListener'(IDENTIFIER)
>>>ADVANCE 1006:39 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1006:40 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 1006:49 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1006:51 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 1006:59 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1007:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1007:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1007 12(CODE) method removeListener(eventName, callback)
    'method'(IDENTIFIER) 'removeListener'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1007:20 [1] 'removeListener'(IDENTIFIER)
>>>ADVANCE 1007:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1007:35 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 1007:44 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1007:46 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 1007:54 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1008:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1008:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1008 12(CODE) method off(eventName, callback)
    'method'(IDENTIFIER) 'off'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1008:20 [1] 'off'(IDENTIFIER)
>>>ADVANCE 1008:23 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1008:24 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 1008:33 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1008:35 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 1008:43 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1009:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1009:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1009 12(CODE) method removeAllListeners(eventName)
    'method'(IDENTIFIER) 'removeAllListeners'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1009:20 [1] 'removeAllListeners'(IDENTIFIER)
>>>ADVANCE 1009:38 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1009:39 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 1009:48 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1010:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1010:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1010 12(CODE) method setValue(text)
    'method'(IDENTIFIER) 'setValue'(IDENTIFIER) '('(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1010:20 [1] 'setValue'(IDENTIFIER)
>>>ADVANCE 1010:28 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1010:29 [3] 'text'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
>>>ADVANCE 1010:33 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1011:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1011:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1011 12(CODE) method getValue()
    'method'(IDENTIFIER) 'getValue'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1011:20 [1] 'getValue'(IDENTIFIER)
>>>ADVANCE 1011:28 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1011:29 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1012:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1012:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1012 12(CODE) method createAnchor(row, column)
    'method'(IDENTIFIER) 'createAnchor'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ','(LITERAL) 'column'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1012:20 [1] 'createAnchor'(IDENTIFIER)
>>>ADVANCE 1012:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1012:33 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1012:36 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1012:38 [5] 'column'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'column'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER column
>>>ADVANCE 1012:44 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1013:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1013:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1013 12(CODE) method $split(text)
    'method'(IDENTIFIER) '$split'(IDENTIFIER) '('(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1013:20 [1] '$split'(IDENTIFIER)
>>>ADVANCE 1013:26 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1013:27 [3] 'text'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
>>>ADVANCE 1013:31 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1014:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1014:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1014 12(CODE) method $detectNewLine(text)
    'method'(IDENTIFIER) '$detectNewLine'(IDENTIFIER) '('(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1014:20 [1] '$detectNewLine'(IDENTIFIER)
>>>ADVANCE 1014:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1014:35 [3] 'text'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
>>>ADVANCE 1014:39 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1015:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1015:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1015 12(CODE) method getNewLineCharacter()
    'method'(IDENTIFIER) 'getNewLineCharacter'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1015:20 [1] 'getNewLineCharacter'(IDENTIFIER)
>>>ADVANCE 1015:39 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1015:40 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1016:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1016:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1016 12(CODE) method setNewLineMode(newLineMode)
    'method'(IDENTIFIER) 'setNewLineMode'(IDENTIFIER) '('(LITERAL) 'newLineMode'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1016:20 [1] 'setNewLineMode'(IDENTIFIER)
>>>ADVANCE 1016:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1016:35 [3] 'newLineMode'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'newLineMode'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER newLineMode
>>>ADVANCE 1016:46 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1017:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1017:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1017 12(CODE) method getNewLineMode()
    'method'(IDENTIFIER) 'getNewLineMode'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1017:20 [1] 'getNewLineMode'(IDENTIFIER)
>>>ADVANCE 1017:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1017:35 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1018:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1018:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1018 12(CODE) method isNewLine(text)
    'method'(IDENTIFIER) 'isNewLine'(IDENTIFIER) '('(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1018:20 [1] 'isNewLine'(IDENTIFIER)
>>>ADVANCE 1018:29 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1018:30 [3] 'text'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
>>>ADVANCE 1018:34 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1019:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1019:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1019 12(CODE) method getLine(row)
    'method'(IDENTIFIER) 'getLine'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1019:20 [1] 'getLine'(IDENTIFIER)
>>>ADVANCE 1019:27 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1019:28 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1019:31 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1020:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1020:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1020 12(CODE) method getLines(firstRow, lastRow)
    'method'(IDENTIFIER) 'getLines'(IDENTIFIER) '('(LITERAL) 'firstRow'(IDENTIFIER) ','(LITERAL) 'lastRow'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1020:20 [1] 'getLines'(IDENTIFIER)
>>>ADVANCE 1020:28 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1020:29 [3] 'firstRow'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'firstRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER firstRow
>>>ADVANCE 1020:37 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1020:39 [5] 'lastRow'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'lastRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER lastRow
>>>ADVANCE 1020:46 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1021:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1021:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1021 12(CODE) method getAllLines()
    'method'(IDENTIFIER) 'getAllLines'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1021:20 [1] 'getAllLines'(IDENTIFIER)
>>>ADVANCE 1021:31 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1021:32 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1022:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1022:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1022 12(CODE) method getLength()
    'method'(IDENTIFIER) 'getLength'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1022:20 [1] 'getLength'(IDENTIFIER)
>>>ADVANCE 1022:29 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1022:30 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1023:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1023:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1023 12(CODE) method getTextRange(range)
    'method'(IDENTIFIER) 'getTextRange'(IDENTIFIER) '('(LITERAL) 'range'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1023:20 [1] 'getTextRange'(IDENTIFIER)
>>>ADVANCE 1023:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1023:33 [3] 'range'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'range'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER range
>>>ADVANCE 1023:38 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1024:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1024:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1024 12(CODE) method $clipPosition(position)
    'method'(IDENTIFIER) '$clipPosition'(IDENTIFIER) '('(LITERAL) 'position'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1024:20 [1] '$clipPosition'(IDENTIFIER)
>>>ADVANCE 1024:33 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1024:34 [3] 'position'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'position'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER position
>>>ADVANCE 1024:42 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1025:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1025:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1025 12(CODE) method insert(position, text)
    'method'(IDENTIFIER) 'insert'(IDENTIFIER) '('(LITERAL) 'position'(IDENTIFIER) ','(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1025:20 [1] 'insert'(IDENTIFIER)
>>>ADVANCE 1025:26 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1025:27 [3] 'position'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'position'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER position
>>>ADVANCE 1025:35 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1025:37 [5] 'text'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
